,SPID,VisitDate,# Paper,% Paper,# Plastic,% Plastic
8041,16190,2019-04-07 16:29:16,0,0.0,2,1.1
8042,16192,2019-04-07 16:37:13,0,0.0,1,1.1
8043,16731,2019-04-07 16:38:38,2,0.7,0,0.0
8044,16059,2019-04-07 16:44:56,0,0.0,2,1.0
8045,16192,2019-04-07 17:03:50,3,1.0,0,0.0
8046,7444,2019-04-07 17:04:36,2,1.0,0,0.0
8047,15977,2019-04-07 17:29:05,0,0.0,2,1.0
8048,16299,2019-04-07 17:39:38,4,0.8,0,0.0
8049,16059,2019-04-07 17:41:04,2,1.0,0,0.0
8050,15849,2019-04-07 17:41:41,0,0.0,2,1.0
8051,9942,2019-04-07 17:41:50,1,1.0,0,0.0
8052,15796,2019-04-07 17:47:30,0,0.0,2,1.0
8053,16731,2019-04-07 17:56:44,0,0.0,1,1.0
8054,16902,2019-04-07 18:02:02,0,0.0,1,0.8
8055,7444,2019-04-07 18:19:03,0,0.0,2,1.0
8056,16299,2019-04-07 18:23:51,0,0.0,4,0.8
8057,9959,2019-04-07 18:51:32,0,0.0,1,1.1
8058,16158,2019-04-07 19:00:58,0,0.0,2,1.1
8059,16170,2019-04-07 19:14:31,0,0.0,2,1.1
8060,16084,2019-04-07 19:22:30,0,0.0,1,1.1
8061,16131,2019-04-07 19:33:55,0,0.0,1,1.1
8062,16164,2019-04-07 19:42:35,0,0.0,1,1.1
8063,15880,2019-04-07 19:52:30,0,0.0,1,1.1
8064,15372,2019-04-07 20:05:22,0,0.0,1,1.1
8065,16190,2019-04-07 20:22:41,0,0.0,2,0.8
8066,16192,2019-04-07 20:36:12,0,0.0,1,0.8
8067,16059,2019-04-07 20:43:06,0,0.0,2,0.8
8068,16135,2019-04-08 06:11:31,2,0.9,0,0.0
8069,16171,2019-04-08 06:21:03,2,0.6,1,0.2
8070,9939,2019-04-08 06:26:50,2,0.8,1,0.6
8071,12854,2019-04-08 06:34:34,2,0.8,1,0.6
8072,15801,2019-04-08 06:45:22,3,1.0,0,0.0
8073,14419,2019-04-08 06:55:19,3,1.1,0,0.0
8074,16980,2019-04-08 07:03:25,2,1.0,2,1.0
8075,15977,2019-04-08 07:18:10,6,1.1,0,0.0
8076,15479,2019-04-08 07:21:01,3,1.0,0,0.0
8077,16473,2019-04-08 07:32:56,3,0.8,0,0.0
8078,10375,2019-04-08 07:33:07,3,0.4,2,0.4
8079,15373,2019-04-08 07:40:42,3,1.0,2,1.0
8080,10914,2019-04-08 07:44:06,5,1.0,0,0.0
8081,16273,2019-04-08 07:58:21,4,1.0,0,0.0
8082,10377,2019-04-08 08:00:17,2,1.1,1,1.0
8083,16070,2019-04-08 08:14:21,2,1.1,0,0.0
8084,16462,2019-04-08 08:14:46,2,1.0,0,0.0
8085,10912,2019-04-08 08:19:36,1,1.0,0,0.0
8086,16133,2019-04-08 08:25:41,4,1.0,0,0.0
8087,12462,2019-04-08 08:31:29,2,1.0,0,0.0
8088,15818,2019-04-08 08:44:57,3,1.0,0,0.0
8089,15372,2019-04-08 08:45:02,2,0.8,1,0.8
8090,16254,2019-04-08 08:56:31,2,1.0,2,0.6
8091,15796,2019-04-08 08:57:15,4,1.0,0,0.0
8092,16161,2019-04-08 09:06:06,3,0.8,2,0.8
8093,15930,2019-04-08 09:08:20,3,1.0,0,0.0
8094,15900,2019-04-08 09:19:39,4,1.0,0,0.0
8095,16162,2019-04-08 09:20:21,2,1.1,2,0.8
8096,15816,2019-04-08 09:26:54,2,1.0,0,0.0
8097,16905,2019-04-08 09:36:13,2,0.6,1,0.6
8098,15788,2019-04-08 09:36:58,3,1.0,0,0.0
8099,16190,2019-04-08 09:44:08,2,1.0,0,0.0
8100,16164,2019-04-08 09:45:46,3,0.6,1,0.2
8101,16906,2019-04-08 09:53:13,2,0.6,0,0.0
8102,15849,2019-04-08 09:54:32,4,0.8,0,0.0
8103,16131,2019-04-08 10:00:29,2,0.4,1,0.4
8104,16159,2019-04-08 10:08:11,2,0.4,1,0.4
8105,16902,2019-04-08 10:15:01,2,0.8,0,0.0
8106,16731,2019-04-08 10:30:46,2,0.8,0,0.0
8107,16192,2019-04-08 10:43:34,3,1.0,0,0.0
8108,7444,2019-04-08 10:53:52,2,0.6,0,0.0
8109,16299,2019-04-08 11:04:20,4,0.8,0,0.0
8110,16059,2019-04-08 11:13:19,3,1.0,0,0.0
8111,16159,2019-04-08 12:00:08,1,0.8,1,0.8
8112,9935,2019-04-08 12:10:24,3,1.0,1,1.0
8113,16084,2019-04-08 12:23:49,2,0.8,1,0.6
8114,16352,2019-04-08 12:30:08,2,0.8,1,0.8
8115,16170,2019-04-08 12:40:06,3,1.0,2,1.0
8116,14419,2019-04-08 12:41:50,0,0.0,2,1.0
8117,9959,2019-04-08 12:50:17,2,1.1,1,0.4
8118,16158,2019-04-08 13:07:04,2,1.0,0,0.0
8119,16163,2019-04-08 13:20:06,2,0.6,1,0.4
8120,15977,2019-04-08 13:24:08,0,0.0,2,0.8
8121,16105,2019-04-08 13:27:03,2,0.7,0,0.0
8122,16105,2019-04-08 13:30:48,2,0.8,2,0.2
8123,16473,2019-04-08 13:36:23,0,0.0,2,0.6
8124,16168,2019-04-08 13:39:34,2,0.8,2,0.4
8125,10914,2019-04-08 13:46:33,0,0.0,5,0.8
8126,16165,2019-04-08 13:47:20,2,1.0,1,1.0
8127,9942,2019-04-08 13:54:22,1,0.6,1,0.6
8128,16273,2019-04-08 13:55:59,0,0.0,2,0.8
8129,16351,2019-04-08 14:03:16,1,1.0,1,1.0
8130,16070,2019-04-08 14:05:03,0,0.0,2,0.8
8131,10912,2019-04-08 14:10:48,0,0.0,1,0.8
8132,12462,2019-04-08 14:19:52,0,0.0,1,0.8
8133,15818,2019-04-08 14:32:32,0,0.0,2,1.0
8134,15796,2019-04-08 14:45:09,0,0.0,2,1.0
8135,15930,2019-04-08 14:56:02,0,0.0,2,0.8
8136,15900,2019-04-08 15:05:40,0,0.0,2,0.6
8137,15816,2019-04-08 15:09:51,0,0.0,2,0.6
8138,15788,2019-04-08 15:17:33,0,0.0,2,0.6
8139,16190,2019-04-08 15:24:24,0,0.0,2,0.8
8140,15849,2019-04-08 15:33:37,0,0.0,2,0.8
8141,16902,2019-04-08 15:49:43,0,0.0,1,0.6
8142,16731,2019-04-08 16:04:02,0,0.0,1,0.8
8143,16192,2019-04-08 16:16:08,0,0.0,1,1.0
8144,7444,2019-04-08 16:30:16,0,0.0,2,0.6
8145,16299,2019-04-08 16:42:51,0,0.0,4,0.6
8146,16059,2019-04-08 16:51:39,0,0.0,2,0.8
8147,9942,2019-04-09 06:22:21,1,0.6,0,0.0
8148,16351,2019-04-09 06:28:06,1,0.6,0,0.0
8149,16017,2019-04-09 06:37:15,3,1.1,2,1.0
8150,16135,2019-04-09 06:54:48,0,0.0,1,0.8
8151,15977,2019-04-09 07:00:35,0,0.0,2,0.6
8152,9960,2019-04-09 07:00:37,2,1.0,1,0.8
8153,16160,2019-04-09 07:10:06,2,0.6,1,0.6
8154,15796,2019-04-09 07:12:26,0,0.0,2,0.6
8155,15801,2019-04-09 07:18:26,3,0.4,2,0.6
8156,16190,2019-04-09 07:19:57,0,0.0,2,0.6
8157,16980,2019-04-09 07:28:09,2,0.6,0,0.0
8158,16192,2019-04-09 07:29:12,0,0.0,1,0.6
8159,16299,2019-04-09 07:41:09,0,0.0,4,0.6
8160,16371,2019-04-09 07:42:02,2,1.0,1,1.0
8161,14419,2019-04-09 07:46:06,3,1.1,0,0.0
8162,16059,2019-04-09 07:49:25,0,0.0,2,0.6
8163,10374,2019-04-09 07:53:00,3,0.73,2,1.0
8164,15818,2019-04-09 08:02:53,3,1.0,0,0.0
8165,15479,2019-04-09 08:08:51,3,0.8,2,1.0
8166,15977,2019-04-09 08:18:48,6,1.0,0,0.0
8167,15750,2019-04-09 08:23:12,0,0.0,2,1.0
8168,16473,2019-04-09 08:35:09,3,1.0,0,0.0
8169,15377,2019-04-09 08:52:41,2,0.8,1,0.8
8170,10914,2019-04-09 08:53:08,5,1.0,0,0.0
8171,15373,2019-04-09 09:02:36,3,0.33,0,0.0
8172,16273,2019-04-09 09:09:17,4,1.0,0,0.0
8173,10377,2019-04-09 09:10:25,2,0.4,1,0.4
8174,16462,2019-04-09 09:19:57,0,0.0,1,1.0
8175,16070,2019-04-09 09:23:10,2,1.1,0,0.0
8176,16133,2019-04-09 09:27:12,3,0.53,2,1.0
8177,10912,2019-04-09 09:34:42,1,1.1,0,0.0
8178,15880,2019-04-09 09:44:26,3,1.0,1,0.4
8179,17182,2019-04-09 09:56:16,2,1.0,1,1.0
8180,15796,2019-04-09 09:58:28,4,1.1,0,0.0
8181,16169,2019-04-09 10:06:50,2,0.8,0,0.0
8182,16162,2019-04-09 10:15:19,2,0.7,0,0.0
8183,15930,2019-04-09 10:16:23,3,1.07,0,0.0
8184,16131,2019-04-09 10:23:42,2,0.4,1,0.4
8185,16134,2019-04-09 10:33:52,1,0.8,1,0.8
8186,16084,2019-04-09 10:47:27,2,0.6,1,0.6
8187,15900,2019-04-09 11:09:59,5,1.0,0,0.0
8188,15816,2019-04-09 11:25:30,2,1.0,0,0.0
8189,16170,2019-04-09 11:26:37,3,0.8,0,0.0
8190,15788,2019-04-09 11:32:28,3,1.0,0,0.0
8191,16190,2019-04-09 11:39:21,2,1.1,0,0.0
8192,16190,2019-04-09 11:40:09,2,1.1,0,0.0
8193,9959,2019-04-09 11:40:22,2,0.4,0,0.0
8194,15849,2019-04-09 11:50:19,4,1.1,0,0.0
8195,16106,2019-04-09 11:53:33,2,0.4,2,1.0
8196,16158,2019-04-09 12:09:46,2,0.4,2,0.4
8197,16059,2019-04-09 14:44:00,2,1.1,0,0.0
8198,16299,2019-04-09 14:54:53,4,0.88,0,0.0
8199,7444,2019-04-09 15:18:10,2,1.1,0,0.0
8200,16902,2019-04-09 15:33:44,2,0.8,0,0.0
8201,16731,2019-04-09 15:45:43,2,1.1,0,0.0
8202,16192,2019-04-09 15:59:06,3,1.1,0,0.0
8203,15801,2019-04-10 06:20:44,3,0.33,0,0.0
8204,16980,2019-04-10 06:30:32,2,0.6,2,0.8
8205,15479,2019-04-10 06:40:02,3,0.27,0,0.0
8206,10375,2019-04-10 06:49:01,3,0.6,0,0.0
8207,15796,2019-04-10 07:09:47,0,0.0,2,0.8
8208,15373,2019-04-10 07:11:20,3,0.4,0,0.0
8209,10377,2019-04-10 07:17:41,2,0.8,1,0.8
8210,14419,2019-04-10 07:21:09,0,0.0,2,0.95
8211,16462,2019-04-10 07:24:11,2,0.6,0,0.0
8212,15818,2019-04-10 07:36:26,0,0.0,2,1.0
8213,15372,2019-04-10 07:38:21,2,1.0,1,0.8
8214,15977,2019-04-10 07:52:29,0,0.0,2,0.8
8215,16254,2019-04-10 07:54:23,2,0.5,0,0.0
8216,16161,2019-04-10 08:01:58,3,0.53,2,0.4
8217,16473,2019-04-10 08:11:37,0,0.0,2,0.8
8218,16162,2019-04-10 08:12:30,2,0.6,0,0.0
8219,16905,2019-04-10 08:19:42,2,0.4,1,0.4
8220,16273,2019-04-10 08:25:59,0,0.0,2,1.0
8221,16164,2019-04-10 08:27:48,3,0.8,1,0.8
8222,16273,2019-04-10 08:29:27,0,0.0,2,1.0
8223,16070,2019-04-10 08:38:36,0,0.0,2,1.0
8224,16131,2019-04-10 08:38:40,2,0.6,1,0.4
8225,16159,2019-04-10 08:44:32,2,0.4,1,0.4
8226,10912,2019-04-10 08:46:16,0,0.0,1,0.8
8227,9935,2019-04-10 08:54:12,3,0.4,1,0.4
8228,12462,2019-04-10 09:02:12,0,0.0,1,1.0
8229,16084,2019-04-10 09:07:00,2,0.6,1,0.2
8230,16352,2019-04-10 09:13:46,2,0.6,1,0.8
8231,16170,2019-04-10 09:20:02,3,0.67,2,0.8
8232,15930,2019-04-10 09:27:52,0,0.0,2,0.8
8233,9959,2019-04-10 09:28:19,2,0.5,0,0.0
8234,16106,2019-04-10 09:35:04,2,0.4,0,0.0
8235,15900,2019-04-10 09:44:28,0,0.0,2,0.9
8236,16190,2019-04-10 09:59:15,0,0.0,2,1.0
8237,16168,2019-04-10 10:00:36,2,0.6,0,0.0
8238,16165,2019-04-10 10:04:53,2,0.6,1,0.6
8239,15849,2019-04-10 10:08:20,0,0.0,2,1.0
8240,9942,2019-04-10 10:11:09,1,0.6,1,0.6
8241,16351,2019-04-10 10:16:43,1,0.8,1,0.8
8242,16902,2019-04-10 10:27:17,0,0.0,1,0.8
8243,16158,2019-04-10 10:29:42,2,0.4,0,0.0
8244,16163,2019-04-10 10:34:48,2,0.4,1,0.4
8245,16731,2019-04-10 10:41:26,0,0.0,1,0.8
8246,16192,2019-04-10 10:53:33,0,0.0,1,1.0
8247,7444,2019-04-10 11:05:20,0,0.0,2,1.0
8248,16299,2019-04-10 11:10:43,0,0.0,4,0.8
8249,16059,2019-04-10 11:19:40,0,0.0,2,1.0
8250,15796,2019-04-10 11:57:20,0,0.0,2,0.6
8251,14419,2019-04-10 15:06:47,3,1.1,0,0.0
8252,15818,2019-04-10 15:18:52,3,1.1,0,0.0
8253,15977,2019-04-10 15:31:08,6,1.1,0,0.0
8254,16473,2019-04-10 15:56:18,3,1.1,0,0.0
8255,10914,2019-04-10 16:09:03,5,1.1,0,0.0
8256,16273,2019-04-10 16:22:52,4,1.1,0,0.0
8257,16070,2019-04-10 16:37:57,2,1.1,0,0.0
8258,10912,2019-04-10 16:43:36,1,1.1,0,0.0
8259,12462,2019-04-10 16:58:27,2,1.1,0,0.0
8260,15796,2019-04-10 17:12:30,4,1.1,0,0.0
8261,15930,2019-04-10 17:23:30,3,1.0,0,0.0
8262,15900,2019-04-10 17:34:05,4,1.0,0,0.0
8263,15816,2019-04-10 17:41:07,2,1.0,0,0.0
8264,15788,2019-04-10 17:50:58,3,1.0,0,0.0
8265,16190,2019-04-10 17:59:37,2,1.1,0,0.0
8266,15849,2019-04-10 18:13:05,4,1.0,0,0.0
8267,16731,2019-04-10 18:29:18,2,1.0,0,0.0
8268,16902,2019-04-10 18:40:15,2,0.8,0,0.0
8269,16192,2019-04-10 18:55:30,3,1.1,0,0.0
8270,7444,2019-04-10 19:06:08,2,1.1,0,0.0
8271,16299,2019-04-10 19:24:53,4,1.05,0,0.0
8272,16059,2019-04-10 19:39:19,2,1.1,0,0.0
8273,9942,2019-04-11 06:09:11,1,0.6,0,0.0
8274,16351,2019-04-11 06:15:58,1,0.6,0,0.0
8275,16135,2019-04-11 06:25:53,2,0.5,1,0.4
8276,12854,2019-04-11 06:35:59,2,0.6,1,0.4
8277,15801,2019-04-11 06:44:34,3,0.53,2,0.4
8278,16980,2019-04-11 06:53:15,2,0.6,0,0.0
8279,16371,2019-04-11 07:00:36,0,0.0,1,0.2
8280,14419,2019-04-11 07:13:37,3,0.6,0,0.0
8281,15479,2019-04-11 07:15:03,3,0.6,0,0.0
8283,15750,2019-04-11 07:26:21,3,1.0,0,0.0
8284,15977,2019-04-11 07:31:48,6,0.8,2,1.0
8286,15377,2019-04-11 07:41:22,2,0.3,1,0.2
8287,15373,2019-04-11 07:51:38,3,0.67,2,0.6
8288,16473,2019-04-11 07:51:53,3,0.8,2,0.8
8290,10377,2019-04-11 08:04:52,2,0.8,1,0.6
8291,10914,2019-04-11 08:10:50,5,0.8,5,0.8
8293,16133,2019-04-11 08:15:03,4,0.6,2,0.5
8294,16273,2019-04-11 08:24:15,4,0.8,0,0.0
8296,15880,2019-04-11 08:32:07,3,0.53,1,0.4
8297,16070,2019-04-11 08:33:10,2,1.0,0,0.0
8298,10912,2019-04-11 08:37:14,1,0.6,0,0.0
8299,17182,2019-04-11 08:41:13,0,0.0,1,0.8
8300,16169,2019-04-11 08:49:04,0,0.0,2,0.7
8302,15818,2019-04-11 08:51:13,3,1.0,0,0.0
8303,16162,2019-04-11 08:58:49,2,0.6,2,0.6
8305,15796,2019-04-11 09:09:18,4,0.8,2,0.8
8306,16906,2019-04-11 09:12:22,2,0.4,1,0.4
8308,16131,2019-04-11 09:18:56,2,0.6,1,0.6
8309,15930,2019-04-11 09:26:21,3,0.8,0,0.0
8311,16134,2019-04-11 09:30:00,1,0.2,1,0.2
8312,16136,2019-04-11 09:34:09,1,0.8,0,0.0
8314,16084,2019-04-11 09:42:09,2,0.6,1,0.6
8316,16170,2019-04-11 09:49:56,3,1.0,0,0.0
8318,9959,2019-04-11 09:57:52,2,0.6,1,1.0
8321,16106,2019-04-11 10:22:32,2,0.6,0,0.0
8322,15900,2019-04-11 10:27:14,4,0.8,0,0.0
8325,15816,2019-04-11 11:07:36,0,0.0,2,0.8
8327,15788,2019-04-11 11:21:49,3,0.8,2,0.6
8331,16190,2019-04-11 11:50:22,2,1.0,2,1.0
8332,15849,2019-04-11 11:58:37,4,0.8,0,0.0
8335,16731,2019-04-11 12:17:18,2,0.8,0,0.0
8337,16902,2019-04-11 12:31:02,2,0.6,0,0.0
8339,16192,2019-04-11 12:54:29,3,1.0,1,1.0
8340,7444,2019-04-11 13:05:34,2,1.0,0,0.0
8341,16299,2019-04-11 13:14:55,4,0.8,4,0.6
8343,16059,2019-04-11 13:29:37,3,0.8,2,0.8
8350,16017,2019-04-12 06:17:33,0,0.0,2,0.5
8351,16171,2019-04-12 06:27:34,2,0.4,1,0.4
8352,9939,2019-04-12 06:36:39,2,0.8,1,0.8
8353,15801,2019-04-12 06:45:48,3,0.47,0,0.0
8354,16980,2019-04-12 06:55:26,2,1.0,2,0.6
8355,16192,2019-04-12 07:03:46,3,0.8,1,1.0
8356,16190,2019-04-12 07:09:01,2,1.0,2,0.8
8357,10374,2019-04-12 07:13:27,3,1.0,2,1.0
8358,15796,2019-04-12 07:27:14,4,1.0,2,1.0
8359,15479,2019-04-12 07:31:34,3,1.0,2,0.8
8360,15818,2019-04-12 07:43:56,3,1.0,2,1.0
8361,10375,2019-04-12 07:48:00,3,0.73,2,0.4
8362,15373,2019-04-12 08:04:18,3,0.67,0,0.0
8363,15977,2019-04-12 08:06:29,6,1.0,2,1.0
8364,10377,2019-04-12 08:12:32,2,0.5,1,0.6
8365,16462,2019-04-12 08:20:24,2,0.8,1,0.6
8366,14419,2019-04-12 08:22:27,3,1.1,2,0.8
8367,15372,2019-04-12 08:37:43,2,0.8,1,0.8
8368,16473,2019-04-12 08:41:23,3,1.0,2,0.8
8369,17182,2019-04-12 08:48:01,2,1.0,0,0.0
8370,10914,2019-04-12 08:54:18,5,1.0,0,0.0
8371,16254,2019-04-12 08:54:33,2,0.6,2,0.5
8372,16161,2019-04-12 09:02:46,3,0.67,2,0.4
8373,16169,2019-04-12 09:10:10,2,1.0,0,0.0
8374,16273,2019-04-12 09:14:31,4,1.0,2,1.0
8375,16162,2019-04-12 09:17:22,2,1.0,0,0.0
8376,16905,2019-04-12 09:24:37,2,0.8,0,0.0
8377,16070,2019-04-12 09:27:36,2,1.1,2,1.0
8378,16164,2019-04-12 09:30:41,3,0.8,1,1.0
8379,10912,2019-04-12 09:36:45,1,1.0,0,0.0
8380,16131,2019-04-12 09:40:39,2,0.6,1,0.4
8381,16159,2019-04-12 09:46:19,2,0.6,1,0.4
8382,12462,2019-04-12 09:50:06,2,1.0,1,1.0
8383,16136,2019-04-12 09:52:37,0,0.0,1,0.2
8384,9935,2019-04-12 09:59:05,0,0.0,1,0.6
8385,16084,2019-04-12 10:05:19,2,0.6,1,0.4
8386,16352,2019-04-12 10:10:36,2,0.8,1,0.4
8387,16170,2019-04-12 10:17:29,3,0.8,2,0.8
8388,9959,2019-04-12 10:29:51,2,0.6,0,0.0
8389,16106,2019-04-12 10:35:54,2,0.6,0,0.0
8390,16158,2019-04-12 10:46:10,2,0.6,2,0.6
8391,16163,2019-04-12 11:00:47,2,0.4,1,0.4
8392,16105,2019-04-12 11:07:17,2,0.4,2,0.4
8393,16059,2019-04-12 11:12:15,3,1.0,2,0.8
8394,16168,2019-04-12 11:18:15,2,0.5,2,0.4
8395,16165,2019-04-12 11:25:36,2,0.8,0,0.0
8396,9942,2019-04-12 11:32:40,1,0.8,1,0.8
8397,16299,2019-04-12 11:35:52,4,1.0,4,0.8
8398,16351,2019-04-12 11:38:56,1,1.1,1,1.0
8399,7444,2019-04-12 11:53:25,2,1.0,2,1.0
8400,16192,2019-04-12 12:04:33,3,0.8,0,0.0
8401,16731,2019-04-12 12:22:56,2,1.0,1,1.0
8402,16902,2019-04-12 12:45:41,2,0.4,1,0.6
8403,15849,2019-04-12 13:18:11,4,1.0,2,1.0
8404,16190,2019-04-12 13:27:14,2,1.0,0,0.0
8405,16190,2019-04-12 13:27:36,2,1.0,0,0.0
8406,15788,2019-04-12 13:34:52,3,0.8,0,0.0
8407,15816,2019-04-12 13:46:46,2,1.0,0,0.0
8408,15816,2019-04-12 13:48:06,2,1.0,0,0.0
8409,15900,2019-04-12 14:05:50,5,1.0,2,1.0
8410,15930,2019-04-12 14:16:55,3,1.0,2,0.8
8411,15796,2019-04-12 14:32:12,4,0.8,0,0.0
8412,16473,2019-04-12 14:49:23,3,0.6,0,0.0
8413,10914,2019-04-12 14:56:05,5,0.8,0,0.0
8414,16070,2019-04-12 15:12:25,2,1.0,0,0.0
8415,15373,2019-04-13 06:58:39,3,0.47,0,0.0
8416,10377,2019-04-13 07:07:28,2,0.7,0,0.0
8417,15373,2019-04-13 07:15:43,0,0.0,2,0.6
8418,16371,2019-04-13 07:16:45,2,0.7,0,0.0
8419,10377,2019-04-13 07:29:07,0,0.0,1,0.6
8420,15479,2019-04-13 07:30:34,3,0.8,0,0.0
8421,15377,2019-04-13 07:40:53,0,0.0,1,0.8
8422,16980,2019-04-13 07:41:51,2,0.8,0,0.0
8423,15750,2019-04-13 07:47:16,0,0.0,2,0.6
8424,15801,2019-04-13 07:49:36,3,0.73,0,0.0
8425,12854,2019-04-13 07:55:48,2,0.7,0,0.0
8426,16371,2019-04-13 07:56:17,0,0.0,1,1.0
8427,16160,2019-04-13 08:01:09,2,0.6,0,0.0
8428,16980,2019-04-13 08:05:06,0,0.0,2,0.6
8429,9960,2019-04-13 08:08:54,2,0.7,0,0.0
8430,16135,2019-04-13 08:13:29,2,0.3,0,0.0
8431,12854,2019-04-13 08:15:11,0,0.0,1,0.8
8432,16160,2019-04-13 08:21:13,0,0.0,1,0.6
8433,16017,2019-04-13 08:22:26,3,1.0,0,0.0
8434,16165,2019-04-13 08:29:30,0,0.0,1,1.0
8435,14419,2019-04-13 08:30:39,3,0.53,0,0.0
8436,16106,2019-04-13 08:36:35,2,0.6,0,0.0
8437,16351,2019-04-13 08:39:13,0,0.0,1,0.8
8438,9959,2019-04-13 08:43:26,2,0.6,0,0.0
8439,16158,2019-04-13 08:52:26,2,0.8,0,0.0
8440,16106,2019-04-13 08:54:07,0,0.0,2,0.8
8441,16170,2019-04-13 09:01:05,3,0.67,0,0.0
8442,16084,2019-04-13 09:03:48,0,0.0,1,0.8
8443,16084,2019-04-13 09:10:52,2,0.6,0,0.0
8444,16352,2019-04-13 09:12:27,0,0.0,1,0.6
8445,15977,2019-04-13 09:17:54,5,0.48,0,0.0
8446,9935,2019-04-13 09:21:16,3,0.73,0,0.0
8447,16131,2019-04-13 09:24:46,0,0.0,1,1.0
8448,16136,2019-04-13 09:29:51,1,0.6,0,0.0
8449,16905,2019-04-13 09:32:28,0,0.0,1,0.6
8450,16473,2019-04-13 09:37:30,3,0.8,0,0.0
8451,16131,2019-04-13 09:40:20,2,0.8,0,0.0
8452,16166,2019-04-13 09:42:44,0,0.0,1,0.8
8453,15880,2019-04-13 09:49:46,3,0.67,0,0.0
8454,15372,2019-04-13 10:00:28,2,0.7,0,0.0
8455,16162,2019-04-13 10:02:37,0,0.0,2,1.0
8456,16133,2019-04-13 10:08:40,0,0.0,2,0.8
8457,10914,2019-04-13 10:08:52,5,0.88,0,0.0
8458,16133,2019-04-13 10:16:26,4,0.8,0,0.0
8459,16192,2019-04-13 10:28:56,0,0.0,1,1.0
8460,16162,2019-04-13 10:31:44,2,0.9,0,0.0
8461,16070,2019-04-13 10:31:55,2,0.7,0,0.0
8462,16273,2019-04-13 10:43:40,4,0.5,0,0.0
8463,15796,2019-04-13 10:45:34,0,0.0,2,1.0
8464,16351,2019-04-13 10:46:56,1,0.8,0,0.0
8465,9942,2019-04-13 10:53:11,1,1.0,0,0.0
8466,10912,2019-04-13 10:54:07,1,0.6,0,0.0
8467,16059,2019-04-13 11:02:51,3,0.93,0,0.0
8468,12462,2019-04-13 11:06:14,2,0.4,0,0.0
8469,16299,2019-04-13 11:12:25,4,0.6,0,0.0
8470,15818,2019-04-13 11:32:16,3,1.03,0,0.0
8471,7444,2019-04-13 11:32:51,2,0.9,0,0.0
8472,14419,2019-04-13 11:35:34,0,0.0,2,1.0
8473,16192,2019-04-13 11:45:29,3,1.0,0,0.0
8474,15977,2019-04-13 11:46:55,0,0.0,2,1.0
8475,15796,2019-04-13 11:54:12,3,0.87,0,0.0
8476,16731,2019-04-13 11:57:33,2,0.9,0,0.0
8477,16473,2019-04-13 12:02:17,0,0.0,2,1.0
8478,15930,2019-04-13 12:07:57,2,1.05,0,0.0
8479,16902,2019-04-13 12:11:39,2,0.6,0,0.0
8480,10914,2019-04-13 12:16:20,0,0.0,5,1.0
8481,15930,2019-04-13 12:19:20,1,0.8,0,0.0
8482,15849,2019-04-13 12:31:20,4,0.8,0,0.0
8483,16070,2019-04-13 12:48:48,0,0.0,2,1.0
8484,15900,2019-04-13 12:53:37,5,0.72,0,0.0
8485,10912,2019-04-13 12:54:37,0,0.0,1,1.0
8486,12462,2019-04-13 13:04:06,0,0.0,1,1.0
8487,16190,2019-04-13 13:15:30,2,1.1,0,0.0
8488,15818,2019-04-13 13:19:16,0,0.0,2,1.0
8489,15816,2019-04-13 13:22:52,2,0.6,0,0.0
8490,15788,2019-04-13 13:32:32,3,0.93,0,0.0
8491,15900,2019-04-13 13:44:48,0,0.0,2,1.0
8492,15816,2019-04-13 13:55:12,0,0.0,2,1.0
8493,16170,2019-04-13 13:56:55,3,0.8,0,0.0
8494,15788,2019-04-13 14:06:53,0,0.0,2,1.0
8495,16162,2019-04-13 14:14:35,2,0.8,0,0.0
8496,16190,2019-04-13 14:17:13,0,0.0,2,1.0
8497,15849,2019-04-13 14:27:55,0,0.0,2,1.0
8498,16070,2019-04-13 14:40:43,2,1.0,0,0.0
8499,16192,2019-04-13 14:42:25,0,0.0,1,1.0
8500,10914,2019-04-13 14:55:09,5,0.96,0,0.0
8501,7444,2019-04-13 14:56:32,0,0.0,2,1.0
8502,16473,2019-04-13 15:07:11,3,1.0,0,0.0
8503,16299,2019-04-13 15:08:21,0,0.0,4,0.8
8504,15818,2019-04-13 15:22:41,3,1.0,0,0.0
8505,15796,2019-04-13 15:31:17,4,0.95,0,0.0
8506,16059,2019-04-13 15:40:16,0,0.0,2,1.0
8507,16190,2019-04-13 15:46:35,2,1.0,0,0.0
8508,15796,2019-04-13 15:53:11,0,0.0,2,0.8
8509,15849,2019-04-13 16:00:27,4,0.55,0,0.0
8510,16731,2019-04-13 16:11:41,2,0.3,0,0.0
8511,16192,2019-04-13 16:23:33,3,0.8,0,0.0
8512,7444,2019-04-13 16:36:05,2,0.7,0,0.0
8513,16299,2019-04-13 16:49:00,4,0.7,0,0.0
8514,16059,2019-04-13 16:59:05,3,1.0,0,0.0
8515,15750,2019-04-14 06:58:31,3,0.73,0,0.0
8516,10375,2019-04-14 07:06:42,0,0.0,2,0.9
8517,16980,2019-04-14 07:08:29,2,1.0,0,0.0
8518,15801,2019-04-14 07:18:22,3,1.0,0,0.0
8519,10374,2019-04-14 07:21:26,0,0.0,2,1.0
8520,10374,2019-04-14 07:28:26,3,0.8,0,0.0
8521,10377,2019-04-14 07:29:21,0,0.0,1,1.0
